"Date","Price","Open","High","Low","Change %"
"Aug 21, 2019","1.4747","1.4753","1.4764","1.4704","-0.04%"
"Aug 20, 2019","1.4753","1.4785","1.4808","1.4714","-0.21%"
"Aug 19, 2019","1.4784","1.4747","1.4794","1.4708","0.25%"
"Aug 16, 2019","1.4747","1.4760","1.4771","1.4712","-0.07%"
"Aug 15, 2019","1.4758","1.4819","1.4823","1.4725","-0.41%"
"Aug 14, 2019","1.4819","1.4704","1.4848","1.4686","0.78%"
"Aug 13, 2019","1.4704","1.4808","1.4821","1.4663","-0.70%"
"Aug 12, 2019","1.4808","1.4730","1.4826","1.4712","0.49%"
"Aug 09, 2019","1.4736","1.4707","1.4753","1.4666","0.22%"
"Aug 08, 2019","1.4704","1.4799","1.4823","1.4656","-0.66%"
"Aug 07, 2019","1.4802","1.4788","1.4977","1.4741","0.07%"
"Aug 06, 2019","1.4791","1.4801","1.4815","1.4699","-0.06%"
"Aug 05, 2019","1.4800","1.4697","1.4820","1.4693","0.64%"
"Aug 02, 2019","1.4706","1.4706","1.4786","1.4663","0.00%"
"Aug 01, 2019","1.4706","1.4609","1.4717","1.4556","0.66%"
"Jul 31, 2019","1.4610","1.4551","1.4636","1.4490","0.40%"
"Jul 30, 2019","1.4552","1.4491","1.4560","1.4472","0.44%"
"Jul 29, 2019","1.4488","1.4460","1.4506","1.4432","0.11%"
"Jul 26, 2019","1.4472","1.4384","1.4490","1.4376","0.63%"
"Jul 25, 2019","1.4382","1.4335","1.4407","1.4316","0.34%"
"Jul 24, 2019","1.4333","1.4275","1.4343","1.4265","0.39%"
"Jul 23, 2019","1.4277","1.4219","1.4298","1.4215","0.45%"
"Jul 22, 2019","1.4213","1.4188","1.4225","1.4168","0.10%"
"Jul 19, 2019","1.4199","1.4132","1.4211","1.4117","0.47%"
"Jul 18, 2019","1.4133","1.4266","1.4272","1.4127","-0.93%"
"Jul 17, 2019","1.4265","1.4261","1.4294","1.4233","0.04%"
"Jul 16, 2019","1.4260","1.4206","1.4264","1.4191","0.39%"
"Jul 15, 2019","1.4205","1.4249","1.4269","1.4203","-0.31%"
"Jul 12, 2019","1.4249","1.4339","1.4347","1.4233","-0.61%"
"Jul 11, 2019","1.4337","1.4372","1.4380","1.4306","-0.22%"
"Jul 10, 2019","1.4369","1.4435","1.4475","1.4348","-0.44%"
"Jul 09, 2019","1.4433","1.4340","1.4452","1.4334","0.63%"
"Jul 08, 2019","1.4343","1.4335","1.4355","1.4296","0.10%"
"Jul 05, 2019","1.4328","1.4240","1.4373","1.4222","0.60%"
"Jul 04, 2019","1.4242","1.4230","1.4258","1.4189","0.11%"
"Jul 03, 2019","1.4227","1.4296","1.4316","1.4203","-0.49%"
"Jul 02, 2019","1.4297","1.4352","1.4363","1.4281","-0.41%"
"Jul 01, 2019","1.4356","1.4222","1.4377","1.4207","0.79%"
"Jun 28, 2019","1.4244","1.4266","1.4289","1.4234","-0.16%"
"Jun 27, 2019","1.4267","1.4314","1.4320","1.4263","-0.34%"
"Jun 26, 2019","1.4316","1.4374","1.4388","1.4294","-0.36%"
"Jun 25, 2019","1.4368","1.4364","1.4405","1.4327","0.03%"
"Jun 24, 2019","1.4364","1.4434","1.4434","1.4347","-0.55%"
"Jun 21, 2019","1.4443","1.4446","1.4486","1.4411","-0.01%"
"Jun 20, 2019","1.4445","1.4533","1.4537","1.4415","-0.59%"
"Jun 19, 2019","1.4531","1.4541","1.4588","1.4470","-0.07%"
"Jun 18, 2019","1.4541","1.4592","1.4639","1.4526","-0.35%"
"Jun 17, 2019","1.4592","1.4539","1.4603","1.4522","0.29%"
"Jun 14, 2019","1.4550","1.4461","1.4575","1.4451","0.60%"
"Jun 13, 2019","1.4463","1.4434","1.4491","1.4411","0.21%"
"Jun 12, 2019","1.4432","1.4364","1.4440","1.4357","0.48%"
"Jun 11, 2019","1.4363","1.4367","1.4398","1.4354","0.03%"
"Jun 10, 2019","1.4359","1.4259","1.4378","1.4241","0.50%"
"Jun 07, 2019","1.4288","1.4331","1.4362","1.4237","-0.30%"
