"Date","Price","Open","High","Low","Change %"
"Jun 15, 2017","141.761","141.720","142.400","141.448","0.02%"
"Jun 14, 2017","141.733","143.392","143.758","140.847","-1.16%"
"Jun 13, 2017","143.397","143.064","143.595","142.774","0.24%"
"Jun 12, 2017","143.058","144.329","144.481","142.976","-0.85%"
"Jun 11, 2017","144.286","143.983","144.331","143.978","0.22%"
"Jun 09, 2017","143.972","145.353","145.363","143.638","-0.96%"
"Jun 08, 2017","145.374","146.680","146.940","144.351","-0.91%"
"Jun 07, 2017","146.708","146.190","147.584","145.753","0.35%"
"Jun 06, 2017","146.194","145.097","147.114","145.029","0.75%"
"Jun 05, 2017","145.099","144.312","145.514","144.066","0.55%"
"Jun 04, 2017","144.312","144.262","144.498","144.236","0.03%"
"Jun 02, 2017","144.268","143.573","144.419","142.894","0.48%"
"Jun 01, 2017","143.573","143.975","144.296","143.222","-0.27%"
"May 31, 2017","143.964","144.235","144.549","143.387","-0.20%"
"May 30, 2017","144.258","145.823","146.322","143.770","-1.10%"
"May 29, 2017","145.857","145.921","146.006","145.467","-0.04%"
"May 28, 2017","145.921","145.735","145.979","145.718","0.05%"
"May 26, 2017","145.844","144.005","146.267","143.895","1.27%"
"May 25, 2017","144.014","143.934","144.409","143.601","0.05%"
"May 24, 2017","143.944","143.846","144.305","143.325","0.08%"
"May 23, 2017","143.833","144.825","145.145","143.738","-0.70%"
"May 22, 2017","144.845","144.749","144.990","143.529","0.06%"
"May 21, 2017","144.755","145.056","145.056","144.437","0.30%"
"May 19, 2017","144.322","145.490","145.923","143.721","-0.81%"
"May 18, 2017","145.501","145.329","147.812","144.511","0.12%"
"May 17, 2017","145.330","141.636","145.330","141.464","2.61%"
"May 16, 2017","141.635","140.468","141.697","140.320","0.83%"
"May 15, 2017","140.471","141.291","141.444","140.286","-0.58%"
"May 14, 2017","141.291","141.325","141.377","141.166","0.18%"
"May 12, 2017","141.044","140.916","142.232","140.866","0.08%"
"May 11, 2017","140.932","140.377","141.570","140.150","0.39%"
"May 10, 2017","140.378","142.555","142.645","140.233","-1.53%"
"May 09, 2017","142.555","141.556","142.826","140.236","0.71%"
"May 08, 2017","141.552","140.588","141.875","139.526","0.69%"
"May 07, 2017","140.579","139.608","140.588","139.495","0.49%"
"May 05, 2017","139.889","141.512","141.953","139.834","-0.28%"
"May 04, 2017","140.276","140.759","141.442","140.075","-0.34%"
"May 03, 2017","140.760","142.383","142.738","140.436","-1.14%"
"May 02, 2017","142.386","143.611","143.745","142.039","-0.86%"
"May 01, 2017","143.618","145.139","145.156","143.299","-1.05%"
"Apr 30, 2017","145.143","144.952","145.282","144.952","0.23%"
"Apr 28, 2017","144.817","144.857","145.387","144.084","-0.03%"
"Apr 27, 2017","144.864","145.599","145.728","144.471","-0.50%"
"Apr 26, 2017","145.599","145.501","146.448","144.890","0.07%"
"Apr 25, 2017","145.502","146.929","146.985","145.235","-0.96%"
"Apr 24, 2017","146.918","148.042","148.716","146.280","-0.76%"
"Apr 23, 2017","148.047","147.678","148.098","146.901","-1.53%"
"Apr 21, 2017","150.340","150.006","151.102","149.582","0.21%"
"Apr 20, 2017","150.029","151.154","151.275","149.144","-0.75%"
"Apr 19, 2017","151.161","151.615","151.879","150.289","-0.29%"
"Apr 18, 2017","151.600","152.748","153.453","151.505","-0.76%"
"Apr 17, 2017","152.758","151.375","153.643","150.798","0.91%"
"Apr 16, 2017","151.387","151.016","151.493","150.817","-0.19%"
"Apr 13, 2017","151.668","151.013","152.279","150.488","0.43%"
"Apr 12, 2017","151.016","151.672","152.346","149.817","-0.42%"
"Apr 11, 2017","151.660","150.609","152.202","149.943","0.70%"
"Apr 10, 2017","150.600","150.460","150.673","149.553","0.08%"
"Apr 09, 2017","150.484","150.476","150.755","150.142","0.09%"
"Apr 07, 2017","150.344","149.242","152.427","149.077","0.74%"
"Apr 06, 2017","149.245","149.959","150.332","148.909","-0.47%"
"Apr 05, 2017","149.957","148.492","149.957","147.825","0.98%"
"Apr 04, 2017","148.500","147.175","149.020","146.938","0.90%"
"Apr 03, 2017","147.173","145.853","147.187","145.297","0.91%"
"Apr 02, 2017","145.853","145.817","146.029","145.747","-0.08%"
"Mar 31, 2017","145.972","146.167","146.245","144.999","-0.13%"
"Mar 30, 2017","146.163","146.796","147.068","145.319","-0.43%"
"Mar 29, 2017","146.798","147.052","147.356","146.288","-0.17%"
"Mar 28, 2017","147.043","145.685","147.576","145.400","0.93%"
"Mar 27, 2017","145.690","145.090","146.496","145.002","0.42%"
"Mar 26, 2017","145.082","144.681","145.390","144.680","0.35%"
"Mar 24, 2017","144.575","145.543","145.667","144.358","-0.66%"
"Mar 23, 2017","145.542","144.868","145.951","144.606","0.46%"
"Mar 22, 2017","144.875","145.572","146.149","144.617","-0.48%"
"Mar 21, 2017","145.579","143.884","145.750","142.672","1.19%"
"Mar 20, 2017","143.866","143.716","144.263","143.435","0.12%"
"Mar 19, 2017","143.689","143.491","143.694","143.459","-0.06%"
"Mar 17, 2017","143.780","143.095","144.137","142.129","0.47%"
"Mar 16, 2017","143.102","144.222","145.591","142.508","-0.78%"
"Mar 15, 2017","144.225","144.411","145.089","143.156","-0.12%"
"Mar 14, 2017","144.399","144.676","145.537","144.041","-0.19%"
"Mar 13, 2017","144.669","145.078","145.970","144.438","-0.29%"
"Mar 12, 2017","145.087","145.284","145.339","145.004","0.33%"
"Mar 10, 2017","144.603","145.588","145.649","143.891","-0.67%"
"Mar 09, 2017","145.585","145.553","146.476","144.932","0.03%"
"Mar 08, 2017","145.543","143.899","145.851","143.594","1.15%"
"Mar 07, 2017","143.890","146.466","146.508","143.693","-1.76%"
"Mar 06, 2017","146.463","147.674","147.801","146.235","-0.83%"
"Mar 05, 2017","147.689","147.247","147.696","147.200","0.47%"
"Mar 03, 2017","147.005","148.090","148.310","146.423","-0.74%"
"Mar 02, 2017","148.101","146.439","148.231","146.353","1.13%"
"Mar 01, 2017","146.441","145.993","147.086","145.108","0.31%"
"Feb 28, 2017","145.992","145.398","146.970","145.089","0.41%"
"Feb 27, 2017","145.399","145.407","146.056","144.525","-0.01%"
"Feb 26, 2017","145.407","145.617","145.617","145.255","-0.29%"
"Feb 24, 2017","145.828","143.379","145.932","143.291","1.72%"
"Feb 23, 2017","143.368","142.517","143.577","141.992","0.60%"
"Feb 22, 2017","142.517","144.015","144.250","142.236","-1.02%"
"Feb 21, 2017","143.979","144.189","144.375","143.066","-0.16%"
"Feb 20, 2017","144.204","144.339","144.594","143.464","-0.09%"
"Feb 19, 2017","144.341","144.548","144.680","144.312","0.14%"
"Feb 17, 2017","144.144","146.012","146.962","144.034","-1.29%"
"Feb 16, 2017","146.031","145.022","146.746","144.968","0.70%"
"Feb 15, 2017","145.012","144.295","145.365","143.274","0.50%"
"Feb 14, 2017","144.286","144.795","144.954","143.754","-0.33%"
"Feb 13, 2017","144.762","146.103","146.468","144.267","-0.92%"
"Feb 12, 2017","146.101","146.236","146.281","145.945","-0.32%"
"Feb 10, 2017","146.572","145.288","146.713","144.284","0.86%"
"Feb 09, 2017","145.321","147.958","148.614","145.156","-1.79%"
"Feb 08, 2017","147.973","148.278","149.157","147.639","-0.21%"
"Feb 07, 2017","148.282","146.279","148.786","146.208","1.39%"
"Feb 06, 2017","146.255","145.468","146.558","143.935","0.54%"
"Feb 05, 2017","145.466","145.453","145.512","145.157","0.38%"
"Feb 03, 2017","144.909","146.041","146.619","144.218","-0.77%"
"Feb 02, 2017","146.028","146.764","147.433","145.218","-0.51%"
"Feb 01, 2017","146.775","147.012","147.584","145.560","-0.16%"
"Jan 31, 2017","147.012","145.384","147.693","144.853","1.13%"
"Jan 30, 2017","145.373","148.559","148.782","144.874","-2.14%"
"Jan 29, 2017","148.559","148.817","148.817","148.392","0.23%"
"Jan 27, 2017","148.211","147.526","148.772","147.042","0.46%"
"Jan 26, 2017","147.539","148.005","148.942","146.488","-0.30%"
"Jan 25, 2017","147.987","147.125","148.331","146.262","0.60%"
"Jan 24, 2017","147.103","147.005","149.230","145.685","0.07%"
"Jan 23, 2017","147.005","147.392","147.862","146.667","-0.26%"
"Jan 22, 2017","147.394","146.830","147.408","146.829","0.60%"
"Jan 20, 2017","146.518","148.197","148.665","145.992","-1.12%"
"Jan 19, 2017","148.179","147.264","148.608","146.395","0.61%"
"Jan 18, 2017","147.278","146.995","148.024","146.525","0.20%"
"Jan 17, 2017","146.988","147.436","148.905","146.536","-0.31%"
"Jan 16, 2017","147.448","144.688","147.683","144.496","1.91%"
"Jan 15, 2017","144.683","143.983","144.794","143.978","0.89%"
"Jan 13, 2017","143.402","144.763","147.339","143.116","-0.97%"
"Jan 12, 2017","144.810","148.681","151.651","144.200","-2.60%"
"Jan 11, 2017","148.678","144.882","149.565","144.882","2.62%"
"Jan 10, 2017","144.879","141.199","145.066","140.873","2.60%"
"Jan 09, 2017","141.212","137.526","141.952","137.470","2.70%"
"Jan 08, 2017","137.505","137.427","137.539","137.290","0.08%"
"Jan 06, 2017","137.393","136.454","137.607","136.135","0.68%"
"Jan 05, 2017","136.466","133.870","137.468","133.870","1.94%"
"Jan 04, 2017","133.865","133.667","134.567","133.477","0.15%"
"Jan 03, 2017","133.668","131.046","134.144","130.974","1.98%"
"Jan 02, 2017","131.077","131.358","131.358","130.952","0.30%"
"Dec 30, 2016","130.679","131.245","131.732","130.301","-0.43%"
"Dec 29, 2016","131.244","129.959","131.481","129.884","0.99%"
"Dec 28, 2016","129.958","129.049","130.118","128.992","0.71%"
"Dec 27, 2016","129.043","127.988","129.949","127.835","0.82%"
"Dec 26, 2016","127.988","128.129","128.163","127.965","-0.11%"
"Dec 23, 2016","128.135","127.404","128.269","127.358","0.56%"
"Dec 22, 2016","127.416","127.647","128.050","127.233","-0.18%"
"Dec 21, 2016","127.647","128.228","128.952","127.536","-0.45%"
"Dec 20, 2016","128.224","129.373","129.466","127.328","-0.89%"
"Dec 19, 2016","129.380","127.793","129.677","127.760","1.24%"
"Dec 18, 2016","127.791","127.695","127.886","127.681","-0.10%"
"Dec 16, 2016","127.922","127.279","128.302","127.128","0.50%"
"Dec 15, 2016","127.281","129.974","130.142","127.102","-2.07%"
"Dec 14, 2016","129.978","130.028","130.549","129.159","-0.04%"
"Dec 13, 2016","130.025","129.890","130.537","128.843","0.10%"
"Dec 12, 2016","129.893","130.810","132.029","129.519","-0.72%"
"Dec 11, 2016","130.831","130.058","130.892","129.970","0.86%"
"Dec 09, 2016","129.719","129.947","131.031","128.685","-0.17%"
"Dec 08, 2016","129.946","128.061","131.614","126.215","1.47%"
"Dec 07, 2016","128.058","129.560","129.964","127.614","-1.16%"
"Dec 06, 2016","129.564","132.585","133.459","129.079","-2.28%"
"Dec 05, 2016","132.585","134.543","134.740","131.793","-1.46%"
"Dec 04, 2016","134.546","134.560","135.626","134.475","1.07%"
"Dec 02, 2016","133.127","132.077","135.301","131.492","0.78%"
"Dec 01, 2016","132.093","129.556","132.127","128.459","1.96%"
"Nov 30, 2016","129.556","130.364","130.992","129.416","-0.62%"
"Nov 29, 2016","130.359","131.053","131.562","130.060","-0.54%"
"Nov 28, 2016","131.067","131.712","132.430","130.516","-0.53%"
"Nov 27, 2016","131.762","131.397","131.818","131.298","0.49%"
"Nov 25, 2016","131.124","132.129","132.276","130.536","-0.76%"
"Nov 24, 2016","132.125","129.942","132.194","128.708","1.67%"
"Nov 23, 2016","129.949","131.938","132.450","129.567","-1.51%"
"Nov 22, 2016","131.948","131.296","132.172","131.182","0.49%"
"Nov 21, 2016","131.303","131.099","132.619","130.953","0.17%"
"Nov 20, 2016","131.074","131.067","131.244","130.909","0.20%"
"Nov 18, 2016","130.810","131.862","132.149","130.585","-0.80%"
"Nov 17, 2016","131.865","130.957","132.428","130.617","0.69%"
"Nov 16, 2016","130.955","129.740","131.442","129.740","0.91%"
"Nov 15, 2016","129.779","129.476","130.042","128.745","0.23%"
"Nov 14, 2016","129.478","128.269","129.992","127.070","0.94%"
"Nov 13, 2016","128.275","128.287","128.646","128.099","-0.01%"
"Nov 11, 2016","128.293","131.732","132.468","127.219","-2.61%"
"Nov 10, 2016","131.737","131.731","133.803","131.075","0.00%"
"Nov 09, 2016","131.731","129.523","139.488","128.889","1.70%"
"Nov 08, 2016","129.535","130.666","131.623","129.053","-0.87%"
"Nov 07, 2016","130.669","130.680","131.597","130.078","-0.00%"
"Nov 06, 2016","130.675","131.050","131.191","130.555","-1.33%"
"Nov 04, 2016","132.440","130.462","133.113","130.293","1.52%"
"Nov 03, 2016","130.451","129.978","130.959","128.575","0.35%"
"Nov 02, 2016","130.000","128.962","131.380","128.904","0.80%"
"Nov 01, 2016","128.966","127.067","129.680","126.994","1.49%"
"Oct 31, 2016","127.068","127.877","128.087","126.531","-0.62%"
"Oct 30, 2016","127.867","128.002","128.002","127.582","0.32%"
"Oct 28, 2016","127.465","127.042","128.477","126.613","0.33%"
"Oct 27, 2016","127.042","125.502","127.165","125.502","1.23%"
"Oct 26, 2016","125.502","125.852","126.440","125.466","-0.27%"
"Oct 25, 2016","125.847","125.222","126.070","125.094","0.50%"
"Oct 24, 2016","125.221","125.471","125.725","124.749","-0.19%"
"Oct 23, 2016","125.464","125.673","125.709","125.341","0.06%"
